customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,risk_score,risk_tier,value_tier,business_segment,Churn_flag,churn_probability,ml_risk_tier,expected_revenue_at_risk,actual_revenue_at_risk
6969-MVBAI,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,No,7-12 mo,9.5,Critical,High Value,Critical - High Value at Risk,0,0.8818242569722728,Critical,79.45236555320177,0.0
2978-XXSOG,Female,No,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.05,1253.5,No,13-24 mo,5.0,Medium,Medium Value,Medium Risk - Watch,0,0.26655504080996284,Medium,15.740075159828304,0.0
2342-CKIAO,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,41.2,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.41620204952497886,Medium,8.44890160535707,0.0
6953-PBDIN,Male,No,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,No,49-72 mo,1.0,Low,Medium Value,Low Risk - Stable,0,0.03594065516163292,Low,2.6218707940411212,0.0
3898-BSJYF,Female,No,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.55,693.3,No,7-12 mo,3.5,Medium,Medium Value,Medium Risk - Watch,0,0.19657510059882047,Low,14.458098649043245,0.0
3938-YFPXD,Male,No,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.3,5997.1,No,49-72 mo,0.5,Low,High Value,Low Risk - Stable,0,0.03190213647113627,Low,2.689350104516788,0.0
7696-AMHOD,Female,No,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.0,3824.2,No,49-72 mo,3.0,Medium,Medium Value,Medium Risk - Watch,0,0.16429109176813594,Low,12.814705157914604,0.0
2453-SAFNS,Female,Yes,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,72.1,3886.05,No,49-72 mo,2.5,Medium,Medium Value,Medium Risk - Watch,0,0.12197695699171823,Low,8.794538599102884,0.0
9558-IHEZX,Female,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.75,7283.25,No,49-72 mo,2.0,Low,High Value,Low Risk - Stable,0,0.15936184260056213,Low,17.011876697610006,0.0
9617-UDPEU,Female,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.25,412.55,No,13-24 mo,2.0,Low,Low Value,Low Risk - Stable,0,0.11637134675836854,Low,2.240148425098594,0.0
6340-DACFT,Female,No,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1070.25,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.020478369199425302,Low,0.42083048704819,0.0
4955-VCWBI,Female,No,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,817.95,No,25-48 mo,1.5,Low,Low Value,Low Risk - Stable,0,0.04317522774394421,Low,0.8635045548788842,0.0
6813-GZQCG,Female,No,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,1171.3,No,25-48 mo,0.5,Low,Low Value,Low Risk - Stable,0,0.03352053879949861,Low,0.8262812814076407,0.0
7426-GSWPO,Male,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,No,49-72 mo,5.5,Medium,High Value,Medium Risk - Watch,0,0.5643316911895015,High,58.40833003811341,0.0
3389-KTRXV,Female,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,625.65,No,13-24 mo,1.0,Low,Low Value,Low Risk - Stable,0,0.0428587483907256,Low,1.0221811491188055,0.0
3118-UHVVQ,Female,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.8,1911.5,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.016941759448960533,Low,0.43709739378318174,0.0
1031-IIDEO,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.85,70.85,Yes,0-6 mo,11.0,Critical,Medium Value,Critical - At Risk,1,0.8965343045863449,Critical,63.51945547994253,70.85
5832-XKAES,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.8,134.7,Yes,0-6 mo,10.0,Critical,Medium Value,Critical - At Risk,1,0.8502776831847098,Critical,59.34938228629274,69.8
3205-MXZRA,Male,No,No,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),59.45,1507.0,No,25-48 mo,3.5,Medium,Medium Value,Medium Risk - Watch,0,0.16048182259310542,Low,9.540644353160118,0.0
4701-AHWMW,Male,No,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,Yes,49-72 mo,4.5,Medium,Medium Value,Medium Risk - Watch,1,0.4075354020405163,Medium,22.231056181310162,54.55
8317-BVKSO,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.05,299.3,No,13-24 mo,5.0,Medium,Low Value,Medium Risk - Watch,0,0.3362566197168365,Medium,6.7419452253225725,0.0
5702-KVQRD,Male,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,No,49-72 mo,1.5,Low,Medium Value,Low Risk - Stable,0,0.053168668769575336,Low,4.389073606928444,0.0
0083-PIVIK,Male,No,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,81.25,5567.55,No,49-72 mo,2.0,Low,Medium Value,Low Risk - Stable,0,0.09046911006693463,Low,7.350615192938439,0.0
9210-IAHGH,Female,No,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.75,450.8,Yes,7-12 mo,7.0,High,Medium Value,High Risk - Monitor Closely,1,0.5415928657336413,High,38.31769525065512,70.75
6169-PGNCD,Female,No,No,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.3,4166.35,No,49-72 mo,0.0,Low,Medium Value,Low Risk - Stable,0,0.03743782334764505,Low,2.781630274730027,0.0
0023-XUOPT,Female,No,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.1,1215.6,Yes,13-24 mo,8.0,High,High Value,High Risk - Monitor Closely,1,0.7779318360860163,Critical,73.20338577569413,94.1
4592-IWTJI,Female,No,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),29.7,91.7,Yes,0-6 mo,8.0,High,Low Value,High Risk - Low Value,1,0.6426120616358928,High,19.085578230586016,29.7
4909-JOUPP,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.7,7898.45,No,49-72 mo,2.0,Low,High Value,Low Risk - Stable,0,0.12339011631113611,Low,13.535895759331632,0.0
4657-FWVFY,Female,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,No,25-48 mo,6.5,High,High Value,High Risk - Monitor Closely,0,0.5755043550125256,High,55.44984460545684,0.0
2257-BOVXD,Male,No,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.6,979.5,No,13-24 mo,6.0,High,Medium Value,High Risk - Monitor Closely,0,0.476510505799019,Medium,31.735599686214663,0.0
7729-JTEEC,Male,No,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.5,90.05,No,0-6 mo,10.0,Critical,Low Value,Critical - At Risk,0,0.7764379328815555,Critical,34.55148801322922,0.0
7632-MNYOY,Male,Yes,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.9,7432.05,Yes,49-72 mo,3.0,Medium,High Value,Medium Risk - Watch,1,0.2720634120815381,Medium,30.17183239984258,110.9
6518-LGAOV,Female,No,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,4026.4,Yes,25-48 mo,7.0,High,High Value,High Risk - Monitor Closely,1,0.7318832576161242,Critical,76.84774204969304,105.0
7242-QZLXF,Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.3,25.3,Yes,0-6 mo,10.0,Critical,Low Value,Critical - At Risk,1,0.8398812667313352,Critical,21.248996048302782,25.3
4576-CSAJH,Male,No,No,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),55.15,1193.05,Yes,13-24 mo,3.5,Medium,Medium Value,Medium Risk - Watch,1,0.14352778290699444,Low,7.915557227320743,55.15
1000-AJSLD,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,Yes,0-6 mo,6.0,High,Low Value,High Risk - Low Value,1,0.5127339765484412,High,10.30595292862367,20.1
9696-RMYBA,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.1,398.55,No,0-6 mo,10.0,Critical,Medium Value,Critical - At Risk,0,0.8721467819980605,Critical,69.85895723804464,0.0
8690-UPCZI,Male,No,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.05,1958.45,No,25-48 mo,2.5,Medium,Medium Value,Medium Risk - Watch,0,0.1386213776776242,Low,9.57180612863995,0.0
1062-LHZOD,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,69.9,Yes,0-6 mo,10.0,Critical,Medium Value,Critical - At Risk,1,0.8385657531328897,Critical,58.615746143989,69.9
9770-LXDBK,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,63.15,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.40693981697716963,Medium,8.30157226633426,0.0
4086-WITJG,Male,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1301.1,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.009812403176905203,Low,0.19330434258503248,0.0
8344-WFMFH,Male,No,No,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,484.05,No,7-12 mo,8.5,Critical,Low Value,Critical - At Risk,0,0.5312530884383694,High,26.615779730762306,0.0
9600-NAXZN,Male,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,4528.0,Yes,25-48 mo,8.0,High,High Value,High Risk - Monitor Closely,1,0.7280746151579491,Critical,73.82676597701605,101.4
8822-KNBHV,Female,No,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),83.45,3887.85,No,25-48 mo,2.5,Medium,Medium Value,Medium Risk - Watch,0,0.1980496059655576,Low,16.52723961782578,0.0
8404-FYDIB,Male,No,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.65,2208.75,No,25-48 mo,6.0,High,High Value,High Risk - Monitor Closely,0,0.5340184661567643,High,46.27270009248363,0.0
2791-SFVEW,Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,238.15,No,7-12 mo,5.0,Medium,Low Value,Medium Risk - Watch,0,0.2369913255768968,Low,4.77537521037447,0.0
6457-USBER,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,80.8,Yes,0-6 mo,11.0,Critical,Medium Value,Critical - At Risk,1,0.9197853534074905,Critical,74.31865655532522,80.8
6762-NSODU,Female,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,958.15,No,25-48 mo,0.5,Low,Low Value,Low Risk - Stable,0,0.01735118634571346,Low,0.33661301510684105,0.0
4662-EKDPQ,Male,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.05,118.3,Yes,0-6 mo,9.0,Critical,Medium Value,Critical - At Risk,1,0.7319247512377073,Critical,45.415930814299735,62.05
9248-OJYKK,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,76.45,Yes,0-6 mo,11.0,Critical,Medium Value,Critical - At Risk,1,0.9299311580912687,Critical,71.0932370360775,76.45
9888-ZCUMM,Male,No,Yes,Yes,64,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,3845.45,No,49-72 mo,0.5,Low,Medium Value,Low Risk - Stable,0,0.06281878620904369,Low,3.772268111853073,0.0
3398-FSHON,Female,Yes,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.3,1094.5,Yes,7-12 mo,9.5,Critical,High Value,Critical - High Value at Risk,1,0.8488188476027272,Critical,77.49716078612899,91.3
3319-DWOEP,Male,Yes,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.75,573.75,Yes,0-6 mo,10.5,Critical,High Value,Critical - High Value at Risk,1,0.9440362076410967,Critical,90.39146688163501,95.75
1074-WVEVG,Female,No,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,1267.0,No,49-72 mo,1.0,Low,Low Value,Low Risk - Stable,0,0.04026250951209296,Low,0.8193420685710918,0.0
9979-RGMZT,Female,No,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,94.05,633.45,No,7-12 mo,6.5,High,High Value,High Risk - Monitor Closely,0,0.664611238852953,High,62.50668701412023,0.0
6437-UDQJM,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,6129.65,No,49-72 mo,1.0,Low,High Value,Low Risk - Stable,0,0.07584124376668269,Low,6.378248600778014,0.0
1226-IENZN,Male,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.75,1218.25,No,13-24 mo,9.0,Critical,Medium Value,Critical - At Risk,0,0.8170586532065629,Critical,64.34336894001683,0.0
2108-GLPQB,Male,No,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),55.55,1405.3,No,25-48 mo,6.0,High,Medium Value,High Risk - Monitor Closely,0,0.36848184623326774,Medium,20.46916655825802,0.0
9259-PACGQ,Female,No,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.65,2274.9,Yes,25-48 mo,5.0,Medium,Medium Value,Medium Risk - Watch,1,0.22943344062105128,Low,14.374005054908862,62.65
4415-IJZTP,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,0-6 mo,11.0,Critical,Medium Value,Critical - At Risk,1,0.9219279970040871,Critical,68.6836357768045,74.5
1465-VINDH,Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,1068.85,Yes,7-12 mo,8.0,High,High Value,High Risk - Monitor Closely,1,0.823805071896295,Critical,84.11049784061171,102.1
5474-LAMUQ,Male,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,533.9,No,13-24 mo,2.0,Low,Low Value,Low Risk - Stable,0,0.08058172261965896,Low,1.619692624655145,0.0
3468-DRVQJ,Female,No,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,70.3,676.15,No,7-12 mo,5.5,Medium,Medium Value,Medium Risk - Watch,0,0.32757047116168136,Medium,23.0282041226662,0.0
1122-YJBCS,Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,No,49-72 mo,2.5,Medium,Medium Value,Medium Risk - Watch,0,0.06401296086248477,Low,3.4342953502723077,0.0
4990-ALDGW,Male,No,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1118.8,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.016735194656904248,Low,0.34725528913076315,0.0
4816-OKWNX,Male,No,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.4,5236.4,No,49-72 mo,3.0,Medium,High Value,Medium Risk - Watch,0,0.3584641238331415,Medium,37.065190404346836,0.0
3315-IKYZQ,Male,No,Yes,Yes,28,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,50.8,1386.8,No,25-48 mo,2.0,Low,Medium Value,Low Risk - Stable,0,0.14953798252368447,Low,7.596529512203171,0.0
2810-FTLEM,Female,No,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,762.25,Yes,13-24 mo,7.0,High,Low Value,High Risk - Low Value,1,0.4576847380329362,Medium,22.95288961235175,50.15
4747-LCAQL,Male,No,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.0,1902.0,No,25-48 mo,4.0,Medium,Medium Value,Medium Risk - Watch,0,0.3209885961132728,Medium,25.35809909294855,0.0
3411-WLRSQ,Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,239.05,No,0-6 mo,9.5,Critical,Medium Value,Critical - At Risk,0,0.8689284793398472,Critical,64.8220645587526,0.0
0898-XCGTF,Male,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.5,5673.7,No,49-72 mo,5.0,Medium,High Value,Medium Risk - Watch,0,0.4767432044944575,Medium,46.00571923371515,0.0
8006-PYCSW,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,39.8,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.4175710509586891,Medium,8.393178124269651,0.0
8249-THVEC,Male,No,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,997.75,No,49-72 mo,1.0,Low,Low Value,Low Risk - Stable,0,0.045767848105076905,Low,0.8878962532384919,0.0
8722-PRFDV,Female,No,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),77.55,5574.35,No,49-72 mo,1.5,Low,Medium Value,Low Risk - Stable,0,0.032518045520648874,Low,2.52177443012632,0.0
2164-SOQXL,Female,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,406.05,No,13-24 mo,4.0,Medium,Low Value,Medium Risk - Watch,0,0.14610052624629064,Low,2.9293155512381275,0.0
4020-KIUDI,Male,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,138.85,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.36578616079244075,Medium,7.26085529172995,0.0
5850-BDWCY,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,123.65,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.3828684655246764,Medium,7.733943003598463,0.0
2038-YSEZE,Female,No,No,No,29,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,67.45,1801.1,No,25-48 mo,4.0,Medium,Medium Value,Medium Risk - Watch,0,0.15671469759920448,Low,10.570406353066343,0.0
0827-ITJPH,Male,No,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.55,689.0,No,25-48 mo,0.5,Low,Low Value,Low Risk - Stable,0,0.03846104956652124,Low,0.713452469458969,0.0
8799-OXZMD,Female,No,No,No,28,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.75,790.7,No,25-48 mo,6.0,High,Low Value,High Risk - Low Value,0,0.48462741164212286,Medium,14.417665496353155,0.0
1925-TIBLE,Female,No,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.5,582.5,Yes,7-12 mo,10.0,Critical,High Value,Critical - High Value at Risk,1,0.8684487241441639,Critical,75.12081463847018,86.5
1705-GUHPV,Female,No,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,1618.2,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.019157881944221012,Low,0.4636207430501485,0.0
4779-ZGICK,Male,No,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.55,1173.35,No,25-48 mo,0.5,Low,Low Value,Low Risk - Stable,0,0.020966904910427717,Low,0.49377061064057276,0.0
0048-PIHNL,Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.45,900.9,No,49-72 mo,1.0,Low,Low Value,Low Risk - Stable,0,0.06010269494629987,Low,1.2291001116518323,0.0
0818-OCPZO,Male,Yes,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.45,2122.05,Yes,25-48 mo,8.0,High,Medium Value,High Risk - Monitor Closely,1,0.7426033572496575,Critical,60.48504344798461,81.45
3967-KXAPS,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.3,6719.9,No,49-72 mo,0.0,Low,High Value,Low Risk - Stable,0,0.02833548706323267,Low,2.615365455936375,0.0
1447-GIQMR,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.15,69.15,Yes,0-6 mo,11.0,Critical,Medium Value,Critical - At Risk,1,0.9050548248319398,Critical,62.58454113712864,69.15
3704-IEAXF,Female,No,Yes,Yes,72,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.65,3784.0,No,49-72 mo,1.5,Low,Medium Value,Low Risk - Stable,0,0.039647975600012805,Low,2.127113890940687,0.0
6810-VCAEX,Female,No,No,No,47,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.65,1798.65,No,25-48 mo,2.0,Low,Low Value,Low Risk - Stable,0,0.06921134909503955,Low,2.744229991618318,0.0
0674-EYYZV,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.65,54.65,No,0-6 mo,10.0,Critical,Medium Value,Critical - At Risk,0,0.8298255374934033,Critical,45.34996562401449,0.0
4480-MBMLB,Female,No,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.8,3886.45,No,25-48 mo,4.5,Medium,High Value,Medium Risk - Watch,0,0.5657417057179447,High,59.289730759240605,0.0
1395-OFUWC,Male,No,Yes,Yes,43,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.3,1224.05,No,25-48 mo,6.0,High,Low Value,High Risk - Low Value,0,0.2356835571513636,Low,6.905528224534954,0.0
0822-QGCXA,Female,Yes,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.85,2310.2,No,25-48 mo,5.5,Medium,Medium Value,Medium Risk - Watch,0,0.5377781535814573,High,45.09269817780519,0.0
0872-NXJYS,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,723.4,Yes,7-12 mo,10.0,Critical,Medium Value,Critical - At Risk,1,0.8269568187885816,Critical,65.78441493463167,79.55
2832-KJCRD,Female,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.65,3988.5,No,25-48 mo,7.0,High,High Value,High Risk - Monitor Closely,0,0.726820005799644,Critical,75.3348936011331,0.0
3588-WSTTJ,Female,Yes,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3554.6,No,25-48 mo,7.5,High,High Value,High Risk - Monitor Closely,0,0.786591871048581,Critical,77.91192482736194,0.0
4075-WKNIU,Female,No,Yes,Yes,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,73.35,0.0,No,0-6 mo,4.0,Medium,Medium Value,Medium Risk - Watch,0,0.26155367113917316,Medium,19.18496177805835,0.0
5090-EMGTC,Female,No,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.05,6034.85,No,49-72 mo,2.5,Medium,High Value,Medium Risk - Watch,0,0.15204683551383905,Low,15.212285893159596,0.0
2346-CZYIL,Male,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.35,531.6,No,25-48 mo,0.5,Low,Low Value,Low Risk - Stable,0,0.03513174728884634,Low,0.7149310573280231,0.0
3798-EPWRR,Female,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.95,85.1,No,0-6 mo,10.0,Critical,Low Value,Critical - At Risk,0,0.7674136910341759,Critical,33.72783172095203,0.0
